ID,Title,Genres,movieId,tmdbId,Overview,Keyword,Network
1674,Witness (1985),Drama|Romance|Thriller,1674.0,9281.0,"While protecting an Amish boy – the sole witness to a brutal murder – and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.","police brutality, philadelphia, pennsylvania, corruption, pennsylvania, usa, detective, amish, witness to murder, barn raising, silo, lancaster, pa",Paramount Pictures
1675,Incognito (1997),Crime|Thriller,1675.0,45928.0,"Harry Donovan is an art forger who paints fake Rembrandt picture for $500,000. The girl he meets and gets into bed with in Paris, Marieke, turns out to be an arts expert Harry's clients are using to check the counterfeit picture he painted.","rembrandt, art, forger",Morgan Creek Entertainment
1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,1676.0,563.0,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""","spacecraft, space marine, army, moon, based on novel or book, asteroid, intelligence, dystopia, buenos aires, argentina, space battle, satire, giant insect, creature, soldier, drill instructor, military, aggressive, bugs, absurd, amused, antagonistic",TriStar Pictures
1677,Critical Care (1997),Comedy,1677.0,61337.0,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?","nun, satire, hospital, half sister",Mediaworks
1678,"Joy Luck Club, The (1993)",Drama,1678.0,19931.0,"Through a series of flashbacks, four Chinese women born in America and their respective mothers born in feudal China explore their pasts.","based on novel or book, chinese, family, chinese american, mother daughter relationship",Hollywood Pictures
1679,Chairman of the Board (1998),Comedy,1679.0,31535.0,"Surfer Edison isn't able to make ends meet with his inventions or his lifestyle. But then he meets billionaire Armand McMillian, who takes a shine to the young bum — so much so that he leaves his invention company to him upon his death. Unfortunately, Armand's nephew, Bradford, only gets a surfboard. While Edison manages to run the company successfully, with the help of pretty Natalie, Bradford conspires to take him down.","inventor, sports, invention, scandal",101st Street Films
1680,Sliding Doors (1998),Drama|Romance,1680.0,10215.0,"When Helen, a London ad executive, is fired from her job and rushes out to catch a train, but as she runs down, her life suddenly splits off. In one version she catches the train; in the second, she misses it. Her whole life changes in that one second, and the rest of the film depicts what happens in each scenario.","london, england, ex-girlfriend, in flagranti, fate, tube, boyfriend girlfriend relationship, parallel lives, parallel story, alternate timeline, what if, publicist, fired from a job, parallel layers of reality, romantic",Intermedia Films
1681,Mortal Kombat: Annihilation (1997),Action|Adventure,1681.0,9823.0,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.","martial arts, saving the world, magic, authority, transformation, villain, sequel, alternate dimension, ninja, tournament, battle, fighting, underground fighting, based on video game, hand to hand combat, warrior, centaur, action hero, supernatural power, good versus evil",New Line Cinema
1682,"Truman Show, The (1998)",Drama,1682.0,37165.0,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,"escape, paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe, philosophical, actor, tv show, allegory of the cave",Paramount Pictures
1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller,1683.0,45609.0,"Kate is secretly betrothed to a struggling journalist, Merton Densher. But she knows her Aunt Maude will never approve of the match, since Kate's deceased mother has lost all her money in a marriage to a degenerate opium addict. When Kate meets a terminally ill American heiress named Millie traveling through Europe, she comes up with a conniving plan to have both love and wealth.","london, england, based on novel or book, venice, italy, love triangle, masked ball, gondola, forbidden love, man between two women, unrequited love, inheritance, british high society, dying woman, dying young, privileged life, 1910s, classism, period piece, influential aunt or uncle",Miramax
1684,Mrs. Dalloway (1997),Romance,1684.0,38904.0,"Clarissa Dalloway looks back on her youth as she readies for a gathering at her house. The wife of a legislator and a doyenne of London's upper-crust party scene, Clarissa finds that the plight of ailing war veteran Septimus Warren Smith reminds her of a past romance with Peter Walsh. In flashbacks, young Clarissa explores her possibilities with Peter.","woman director, emotional instability, emotional journey",First Look International
1686,Red Corner (1997),Crime|Thriller,1686.0,9407.0,"An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country.","death penalty, china, businessman, murder, justice, legal thriller",Avnet/Kerner Productions
1687,"Jackal, The (1997)",Action|Thriller,1687.0,4824.0,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.","showdown, hitman, politics, bratva (russian mafia), cold war, fbi, montreal, canada, revenge, terrorism, ira (irish republican army), pretending to be gay",Universal Pictures
1688,Anastasia (1997),Animation|Children's|Musical,1688.0,9444.0,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.","nightmare, villain, czar / tsar / tzar, musical, sorcerer, russian revolution (1917), train explosion, 1920s, good versus evil, amused",Fox Animation Studios
1689,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,1689.0,9414.0,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.","london, england, helicopter, sibling relationship, based on novel or book, escape, bomb, sex scandal, time bomb, mistaken identity, political assassination, agent, american abroad, timer, screwball comedy, american in the uk, assassination attempt, spy ring, peace treaty, bomb threat, post cold war, simpleton, political conspiracy, international espionage, matryoshka, bumbling criminals, hitmen, love letters, russian nesting dolls",Polar Films
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,1690.0,8078.0,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.","android, smuggling (contraband), dystopia, mercenary, sequel, alien, betrayal, cloning, creature, scientist, flamethrower, gene manipulation, man in wheelchair, breeding, genetic engineering, regeneration, alien queen, explosive decompression, desperate, antagonistic",20th Century Fox
1693,Amistad (1997),Drama,1693.0,11831.0,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.","mutiny, cuba, sentence, slavery, historical figure, tall ship, slave trade",DreamWorks Pictures
1694,"Apostle, The (1997)",Drama,1694.0,2895.0,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.","jealousy, coma, radio station, forgiveness, christianity, texas, minister, apostle, louisiana, preacher",Butcher's Run Productions
1695,Artemisia (1997),Drama,1695.0,39177.0,"The story of Artemisia Gentileschi (1593-1653), one of the first well-known female painters, including her youth, when she was guided and protected by her father, the painter Orazio Gentileschi.","rape, painter, woman director, erotic movie, criminal trial",France 3 Cinéma
1696,Bent (1997),Drama|War,1696.0,19601.0,"Max is a handsome young man who, after a fateful tryst with a German soldier, is forced to run for his life. Eventually Max is placed in a concentration camp where he pretends to be Jewish because in the eyes of the Nazis, gays are the lowest form of human being. But it takes a relationship with an openly gay prisoner to teach Max that without the love of another, life is not worth living.","nazi, concentration camp prisoner, based on play or musical, gay theme",ASK Kodansha
1699,"Butcher Boy, The (1998)",Drama,1699.0,22797.0,"Francie and Joe live the usual playful, fantasy filled childhoods of normal boys. However, with a violent, alcoholic father and a manic depressive, suicidal mother the pressure on Francie to grow up are immense. When Francie's world turns to madness, he tries to counter it with further insanity, with dire consequences.","friendship, suicide, based on novel or book, pig, boarding school, angel, difficult childhood, dark comedy, insane asylum, alcoholism, murder",Geffen Pictures
1701,Deconstructing Harry (1997),Comedy|Drama,1701.0,2639.0,"Writer Harry Block draws inspiration from people he knows, and from events that happened to him, sometimes causing these people to become alienated from him as a result.","new york city, insanity, writer's block, author",Sweetland Films
1702,Flubber (1997),Children's|Comedy|Fantasy,1702.0,9574.0,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.","wedding vows, inventor, slime, flight, mad scientist, remake, wedding, secret formula, flubber",Walt Disney Pictures
1703,For Richer or Poorer (1997),Comedy,1703.0,10371.0,"Brad Sexton and his wife, Caroline, are wealthy New Yorkers with both marital and financial problems. The latter issue becomes a pressing matter when they discover that their accountant has embezzled millions and pinned the blame on them. Forced to go on the lam, Brad and Caroline end up in an Amish area of Pennsylvania and decide to pose as members of the religious group to evade the IRS. As the two adapt to the simple Amish lifestyle, they begin to reconnect.","new york city, cheating, pennsylvania, usa, tax consultant, parish hall, devoutness, amish",Yorktown Productions
1704,Good Will Hunting (1997),Drama,1704.0,489.0,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.","boston, massachusetts, mathematics, genius, male friendship, flashback, psychologist, janitor, dating, courtroom, group of friends, southie, thoughtful, college professor, prodigy, math genius, foster kid, fear of change, witty, abused as a child, massachusetts institute of technology (mit), math professor",Lawrence Bender Productions
1707,Home Alone 3 (1997),Children's|Comedy,1707.0,9714.0,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.","winter, burglar, bravery, computer chip, family relationships, sequel, slapstick comedy, technical toy, little boy, home invasion, precocious child, home alone, mischievous child, chicken pox, kids on their own, child rescue",20th Century Fox
1711,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,1711.0,8197.0,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.","drag queen, voodoo, affectation, burlesque, shocking, savannah georgia, gay theme, joyous, suspenseful, reminiscent, tense, romantic, adoring, amused, celebratory, compassionate",Warner Bros. Pictures
1713,Mouse Hunt (1997),Children's|Comedy,1713.0,6283.0,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.","factory worker, factory, sibling relationship, winter, loss of loved one, auction, cooking, mouse, restaurant, house, trap, slapstick comedy, inheritance, explosion, chef, exterminator, flood, auctioneer, rodent, mousetrap, mouse hunt, string",DreamWorks Pictures
1717,Scream 2 (1997),Horror|Thriller,1717.0,4233.0,"Two years after the Woodsboro murders, Sidney Prescott acclimates to college life while someone donning the Ghostface costume begins a new string of killings.","mask, college, campus, sequel, slaughter, serial killer, slasher, university, self-referential, copycat killer, approving",Dimension Films
1718,Stranger in the House (1997),Thriller,1718.0,191874.0,A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,"burglary, jewel, insurance investigator, murder plot",The Image Organization
1719,"Sweet Hereafter, The (1997)",Drama,1719.0,10217.0,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.","small town, canada, based on novel or book, suffering, village, paralysis, based on true story, tragedy, lawyer, car accident, school bus, british columbia",Ego Film Arts
1721,Titanic (1997),Drama|Romance,1721.0,597.0,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","ship, soulmates, panic, shipwreck, atlantic ocean, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, romance, love, tragedy, tragic love, historical fiction, class differences, love affair, death, historical event, lifeboat, star crossed lovers, sinking ship, rich snob, tragic romance, disaster movie, 1910s",Paramount Pictures
1722,Tomorrow Never Dies (1997),Action|Romance|Thriller,1722.0,714.0,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,"media tycoon, navy, london, england, china, england, missile, spy, secret intelligence service, intelligence, manipulation of the media, special car, motorcycle, secret service, hamburg, germany",EON Productions
1726,"Postman, The (1997)",Drama,1726.0,9922.0,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.","army, based on novel or book, horseback riding, anti hero, lawlessness, inspiration, wasteland, drifter, fictional war, fighting, alternative reality, tyranny, mail carrier, reluctant hero, self government, 2010s",Tig Productions
1727,"Horse Whisperer, The (1998)",Drama,1727.0,547.0,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,"new york city, love triangle, attachment to nature, parent child relationship, marriage crisis, horseback riding, montana, confidence, horse, riding accident, career woman, ranch, horse whisperer, trauma, country life, crisis, travel, animals, nature",Wildwood Enterprises
1729,Jackie Brown (1997),Crime|Drama,1729.0,184.0,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.","airport, based on novel or book, police, arms deal, stewardess, heist, money, los angeles, california, drugs, ex-con, flight attendant, neo-noir",Miramax
1730,Kundun (1997),Drama,1730.0,9746.0,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.","china, buddhism, buddhist monk, mountain, tibet, lhasa, buddha",Touchstone Pictures
1731,Mr. Magoo (1997),Comedy,1731.0,9438.0,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.","lie, bluff, based on cartoon, millionaire, luck, short sighted",Walt Disney Pictures
1732,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,1732.0,115.0,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","vietnam veteran, white russian, bowling, carpet, nihilism, heart attack, kidnapping, lsd, marijuana, los angeles, california, millionaire, cowboy, ashes, impregnation, bowling team, unemployed, bowling ball, neo-noir, weeds, shaggy dog story",PolyGram Filmed Entertainment
1733,Afterglow (1997),Drama|Romance,1733.0,26941.0,"Lucky Mann is a builder equally handy at repairs and seduction. The latest housewife to succumb to his charms is Marianne, unhappily married to corporate exec Jeffrey. When Jeffrey becomes enraptured by Lucky’s wife Phyllis, the four get caught in a love quadrangle that reignites their marriages.","depression, montreal, canada, polyamory, unhappy marriage",Moonstone Entertainment
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,1734.0,27103.0,"Ludovic is waiting for a miracle. With six-year-old certainty, she believes she was meant to be a little girl -- and that the mistake will soon be corrected. But where she expects the miraculous, Ludo finds only rejection, isolation, and guilt -- as the intense reactions of family, friends, and neighbors strip away every innocent lace and bauble.","coming out, transvestism, belgium, family relationships, coming of age, cross dressing, gender, lgbt, transgender",CNC
1735,Great Expectations (1998),Drama|Romance,1735.0,9410.0,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.","artist, affectation, artists' life, inspirational, dramatic, romantic, empathetic, hopeful",20th Century Fox
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's,1739.0,32302.0,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.","martial arts, hero, sibling relationship, hostage, rivalry, family, escapade, save the day, young heroes, eccentric family, vigilantism, heroic mission, buddies, daring rescue, master villain",Leeds/Ben-Ami Productions
1746,Senseless (1998),Comedy,1746.0,12538.0,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,"blindness and impaired vision, woman director",Dimension Films
1747,Wag the Dog (1997),Comedy|Drama,1747.0,586.0,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.","gulf war, central intelligence agency (cia), rape, usa president, washington dc, usa, government, war veteran, election campaign, presidential election, staging, politics, movie business, albania, sex scandal, senator, media adviser, manipulation of the media, conspiracy, soldier, extramarital affair",New Line Cinema
1748,Dark City (1998),Film-Noir|Sci-Fi|Thriller,1748.0,2666.0,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.","beach, experiment, paranoia, dystopia, sleep, manipulation, mad scientist, fugitive, serial killer, memory, cyberpunk, duel, parallel world, murder investigation, alien race, alternative reality, tech noir, false memory, implanted memory, humanity, neo-noir, accused of murder, retrofuturism, amnesiac, imaginary world, urban gothic, new species of human, sleeping spell, human experiment, complex, quest for identity, eternal night, lovecraftian, memory transfer, soul seekers, world of darkness, suspenseful, prostitute killer, reality-bending, dying race",New Line Cinema
1752,Hard Rain (1998),Action|Thriller,1752.0,11258.0,An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,"small town, sheriff, rain, evacuation, armored car, crook, thief, money, gunfight, church, security guard, hoodlum, flood",UGC PH
1753,Half Baked (1998),Comedy,1753.0,9490.0,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.","drug dealer, smoking, roommates, male friendship, slacker, pot smoking, jail, marijuana, drugs, stoner, woman director, stoner movie",Universal Pictures
1754,Fallen (1998),Action|Mystery|Thriller,1754.0,9411.0,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.","police, angel, psychopath, riddle, detective, supernatural, bible, murder, curse, serial killer, religion, execution, series of murders, devil, family, evil, neo-noir, horrified, occult detective",Turner Pictures
1755,Shooting Fish (1997),Romance,1755.0,25719.0,Two con artists hire an unwitting medical-school student as a secretary for their latest scam.,"london, england, chase, nightclub, fraud, liar, dyslexia, love, thief, money, wealth, secretary, scam, business, hospital, wedding, parole, con, dishonesty",National Lottery
1757,Duoluo tianshi (1995),Drama,1757.0,11220.0,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.","assassin, hitman, gambling, cigarette, surreal, beer, love, hong kong, drifter, bullet wound, killer, masturbation, infatuation, ice cream truck, mysterious, calm, relaxed, romantic, matador de aluguel",Jet Tone Production
1759,Four Days in September (1997),Drama,1759.0,21253.0,"Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. César, however, is wounded and captured during a bank hold up. Fernando then decides to kidnap the American ambassador in Brazil and ask for the release of fifteen political prisoners in exchange for his life.","assassination, ambassador, freedom, revolutionary, military dictatorship, brazilian military dictatorship",Miramax
1760,Spice World (1997),Comedy|Musical,1760.0,6116.0,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,"media, pop star, manager, pop, bus, pop culture, affectation, surreal, satire, celebrity, fame, duringcreditsstinger, pop group, playful, admiring, amused, cheerful, melodramatic",Fragile Films
1762,Deep Rising (1998),Action|Horror|Sci-Fi,1762.0,9457.0,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.","monster, volcano, ocean liner, creature, sea monster, jewelry heist, kraken, south pacific, armed robbery",Calimari Productions
1767,Music From Another Room (1998),Drama|Romance,1767.0,39424.0,"Music From Another Room is a romantic comedy that follows the exploits of Danny, a young man who grew up believing he was destined to marry the girl he helped deliver as a five year old boy when his neighbor went into emergency labor. Twenty-five years later, Danny returns to his hometown and finds the irresistible Anna Swann but she finds it easy to resist him since she is already engaged to dreamboat Eric, a very practical match. In pursuit of Anna, Danny finds himself entangled with each of the eccentric Swanns including blind, sheltered Nina, cynical sister Karen, big brother Bill and dramatic mother Grace as he fights to prove that fate should never be messed with and passion should never be practical.","bakery, fate, englishman abroad, blind woman, budding romance, large family",Orion Pictures
1769,"Replacement Killers, The (1998)",Action|Thriller,1769.0,11702.0,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.","drug dealer, sniper, martial arts, china, police, hitman, funeral, assault rifle, chinatown, conscientious objector, revenge, organized crime, fugitive, on the run, los angeles, california, one man army, sunglasses, drug lord, silencer, uzi, police raid, contract killer, action hero, replacement",Columbia Pictures
1770,B. Monkey (1998),Romance|Thriller,1770.0,2923.0,"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step.","london, england, robbery, double life, based on novel or book, jazz club, teacher, thief, murder",Scala Productions
1771,Night Flier (1997),Horror,1771.0,12238.0,"For cynical tabloid journo Richard Dees, facts are always stranger than fiction. Every headline is a dead-line. Serial killers, UFO abductions, tales of molestation, mayhem and murder. To some the tales are mere sleazy fantasy – but his faithful readers believe. And now there's a new story: The Night Flier. What is it that travels by night in a dark-winged Cessna, lands at secluded airfields and murders local residents? Dees begins to track the unknown killer in a Cessna of his own, uncovering clues that reveal a pilot more terrifying than he could have ever imagined.","journalist, airplane, airport, vampire, undead, reporter, series of murders, female corpse, tabloid reporter",New Amsterdam Entertainment
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,1772.0,11568.0,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.","prison, chicago, illinois, orphanage, blues, half-brother, buddy, cheerful",Universal Pictures
1777,"Wedding Singer, The (1998)",Comedy|Romance,1777.0,11003.0,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.","marriage proposal, love of one's life, wedding vows, bride, bridegroom, falling in love",Robert Simonds Productions
1779,Sphere (1998),Adventure|Sci-Fi|Thriller,1779.0,10153.0,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.","space marine, based on novel or book, ocean, extraterrestrial technology, paranoia, time travel, time bomb, alien, psychologist, ocean floor, deepsea, spaceship crash",Warner Bros. Pictures
1783,Palmetto (1998),Film-Noir|Mystery|Thriller,1783.0,30949.0,"After being released from prison on a bum charge, Harry Barber is out for payback to regain his lost two years. He's hired by Mrs. Malroux to fake the kidnapping of her stepdaughter (the daughter of a dying millionaire). He discovers that he is being set up on multiple levels and will soon face a longer sentence if he doesn't prove the truth.","based on novel or book, kidnapping, cigarette, femme fatale, scam, writer, framed for a crime, set up, temptation, newspaper reporter, ransom demand, rich daughter, neo-noir, rich wife, investigative reporter, sucker, kidnapping gone wrong",Castle Rock Entertainment
1784,As Good As It Gets (1997),Comedy|Drama,1784.0,2898.0,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.","new york city, friendship, waitress, single parent, restaurant, lone wolf, dogsitter, road trip, racist, neighbor, author, obsessive compulsive disorder (ocd), single mother, home invasion, dog, novelist, art dealer, rude, obnoxious, unlikely friendship, hospitalization, painter as artist, generosity, mother son relationship, dog owner, gay artist, unexpected romance, daily routine, child with illness, homophobic",TriStar Pictures
1785,King of New York (1990),Action|Crime,1785.0,9558.0,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,"new york city, gangster, release from prison, hope, cocaine, murder, dirty cop, drug lord, religious statue, aspirin, dramatic",Reteitalia
1791,Twilight (1998),Crime|Drama,1791.0,26269.0,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.","ex-cop, retired",Cinehaus
1792,U.S. Marshalls (1998),Action|Thriller,1792.0,11808.0,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.","chicago, illinois, central intelligence agency (cia), escape, chase, espionage, innocence, transport of prisoners, swamp, u.s. marshal, fugitive, conspiracy, agent, escaped prisoner, corrupt agent, glock, ex special forces, action hero, manhunt, innocent in jail, motorboat, plane crash, finger gun, transport plane, grain silo",Kopelson Entertainment
1793,Welcome to Woop-Woop (1997),Comedy,1793.0,6970.0,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,"australia, con artist, american abroad",Goldwyn Entertainment Company
1794,Love and Death on Long Island (1997),Comedy|Drama,1794.0,47452.0,"Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.","obsession, long island, new york, love, writer, infatuation, obsessive love, gay theme",BBC
1797,Everest (1998),Documentary,1797.0,21736.0,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.","climbing, mountain climbing, mountaineering, mount everest",MacGillivray Freeman Films
1798,Hush (1998),Thriller,1798.0,17941.0,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.","farm, horse, fall, borderline personality disorder, domineering mother",TriStar Pictures
