UserID,Gender,Age,Occupation,Zip-code
3217,1,35-44,other or not specified,92630
3218,0,56+,doctor/health care,48070
3219,1,18-24,college/grad student,54302
3220,0,35-44,executive/managerial,54016
3221,0,25-34,other or not specified,19106
3222,0,35-44,executive/managerial,10583
3223,0,25-34,writer,10014
3224,1,25-34,sales/marketing,93428
3225,0,18-24,other or not specified,15237
3226,0,35-44,college/grad student,10027
3227,1,25-34,sales/marketing,60657
3228,0,25-34,sales/marketing,05448
3229,1,56+,academic/educator,93105
3230,0,35-44,self-employed,92630
3231,0,25-34,executive/managerial,55112
3232,0,35-44,programmer,92821
3233,0,50-55,artist,60660
3234,1,Under 18,other or not specified,90012
3235,0,18-24,college/grad student,87801
3236,0,18-24,scientist,87111
3237,0,35-44,executive/managerial,05401
3238,0,35-44,executive/managerial,10069
3239,1,25-34,programmer,07730
3240,0,18-24,college/grad student,55403
3241,1,50-55,other or not specified,20004
3242,0,50-55,retired,94089
3243,0,25-34,programmer,98117
3244,1,18-24,college/grad student,92647
3245,0,18-24,artist,08820
3246,1,35-44,academic/educator,85258
3247,0,35-44,scientist,92649
3248,1,25-34,executive/managerial,94115
3249,1,25-34,college/grad student,92648
3250,0,25-34,college/grad student,90069
3251,0,35-44,technician/engineer,15330
3252,0,50-55,other or not specified,76067
3253,1,35-44,college/grad student,26505
3254,1,35-44,doctor/health care,95843
3255,1,25-34,scientist,91902
3256,0,25-34,scientist,92111
3257,0,25-34,sales/marketing,94105
3258,0,45-49,doctor/health care,02339
3259,1,18-24,college/grad student,95616
3260,0,25-34,college/grad student,44514
3261,0,45-49,writer,87505
3262,0,25-34,sales/marketing,55391
3263,0,50-55,lawyer,66048
3264,1,25-34,academic/educator,94536
3265,0,25-34,scientist,53704
3266,1,25-34,college/grad student,95616
3267,0,25-34,college/grad student,78705
3268,0,25-34,programmer,04106
3269,1,18-24,writer,45220
3270,0,18-24,lawyer,45220
3271,1,35-44,other or not specified,92704
3272,0,35-44,other or not specified,08330
3273,0,35-44,executive/managerial,11201
3274,0,25-34,writer,02062
3275,0,35-44,executive/managerial,10028
3276,0,25-34,writer,55391
3277,0,25-34,technician/engineer,94107
3278,0,35-44,executive/managerial,10014
3279,0,45-49,scientist,92880
3280,0,25-34,executive/managerial,33486
3281,0,25-34,technician/engineer,79705
3282,0,45-49,clerical/admin,20009
3283,0,35-44,self-employed,66208
3284,0,25-34,doctor/health care,48197
3285,0,25-34,college/grad student,44706
3286,1,35-44,executive/managerial,80013
3287,0,56+,retired,27514-3540
3288,0,25-34,sales/marketing,94133
3289,0,45-49,doctor/health care,95695
3290,0,25-34,sales/marketing,90292
3291,1,25-34,executive/managerial,27516
3292,1,50-55,doctor/health care,79410
3293,0,45-49,sales/marketing,37343
3294,0,18-24,college/grad student,78749
3295,0,18-24,tradesman/craftsman,92123
3296,0,18-24,sales/marketing,90292
3297,0,18-24,college/grad student,91325
3298,0,Under 18,K-12 student,20876
3299,1,25-34,college/grad student,19119
3300,0,35-44,customer service,19119
3301,1,25-34,artist,85719
3302,0,25-34,technician/engineer,74074
3303,0,56+,technician/engineer,06405
3304,1,45-49,customer service,92649
3305,0,56+,writer,94708
3306,0,45-49,sales/marketing,60045
3307,0,50-55,doctor/health care,90640
3308,1,18-24,writer,15701-1348
3309,0,25-34,technician/engineer,20707
3310,0,45-49,sales/marketing,12561
3311,0,25-34,college/grad student,90039
3312,1,18-24,college/grad student,90039
3313,0,35-44,writer,90292
3314,0,25-34,executive/managerial,06516
3315,0,25-34,programmer,78731
3316,0,Under 18,unemployed,92557
3317,0,25-34,college/grad student,78705
3318,0,56+,retired,30047
3319,1,56+,retired,92308
3320,0,25-34,academic/educator,56082
3321,0,35-44,academic/educator,95380
3322,1,18-24,college/grad student,68516
3323,0,35-44,sales/marketing,11784
3324,0,35-44,technician/engineer,48083
3325,1,35-44,sales/marketing,39180
3326,0,45-49,executive/managerial,64138
3327,0,18-24,programmer,91423
3328,0,56+,unemployed,91790-1161
3329,0,50-55,tradesman/craftsman,72601
3330,1,35-44,academic/educator,47933
3331,1,25-34,executive/managerial,06854
3332,0,25-34,executive/managerial,06854
3333,0,18-24,self-employed,29404-2205
3334,0,35-44,other or not specified,09142
3335,0,25-34,other or not specified,10023
3336,0,35-44,technician/engineer,93436
3337,0,25-34,college/grad student,97214
3338,0,45-49,self-employed,08053
3339,0,25-34,technician/engineer,44118
3340,0,45-49,self-employed,48097
3341,0,25-34,writer,91730
3342,1,25-34,customer service,92705
3343,1,18-24,college/grad student,79912
3344,0,35-44,other or not specified,08902
3345,0,25-34,executive/managerial,18655
3346,0,35-44,executive/managerial,54016
3347,1,35-44,executive/managerial,91362
3348,0,45-49,self-employed,94546
3349,1,18-24,college/grad student,92054
3350,1,18-24,other or not specified,20815
3351,1,18-24,customer service,92870
3352,0,35-44,other or not specified,30533
3353,0,35-44,technician/engineer,92688
3354,0,25-34,executive/managerial,18615
3355,0,25-34,academic/educator,400060
3356,0,35-44,executive/managerial,95031
3357,0,25-34,tradesman/craftsman,64055
3358,1,25-34,academic/educator,91790
3359,0,25-34,writer,22936
3360,1,25-34,other or not specified,92646
3361,0,25-34,college/grad student,91790
3362,1,25-34,other or not specified,90212
3363,1,35-44,homemaker,04046
3364,0,56+,retired,17033
3365,0,50-55,technician/engineer,23059
3366,0,35-44,sales/marketing,08750
3367,0,50-55,self-employed,10025
3368,0,25-34,sales/marketing,55435
3369,0,45-49,tradesman/craftsman,14701
3370,0,18-24,college/grad student,92833
3371,0,25-34,artist,55405
3372,0,56+,retired,55118
3373,0,18-24,self-employed,94709
3374,0,35-44,customer service,64801
3375,0,25-34,college/grad student,89193
3376,0,35-44,self-employed,10803
3377,0,25-34,technician/engineer,03570
3378,0,18-24,college/grad student,48135
3379,0,35-44,academic/educator,20037
3380,0,50-55,other or not specified,20815
3381,0,25-34,other or not specified,96671
3382,1,Under 18,K-12 student,55305
3383,0,56+,self-employed,03070
3384,0,35-44,executive/managerial,91304
3385,1,25-34,homemaker,32212
3386,0,18-24,college/grad student,55414
3387,0,18-24,academic/educator,94706
3388,1,25-34,academic/educator,92646
3389,0,18-24,other or not specified,13603
3390,1,45-49,writer,02476
3391,0,18-24,college/grad student,48135
3392,0,50-55,doctor/health care,08108
3393,0,35-44,programmer,60563
3394,0,35-44,executive/managerial,90069
3395,0,25-34,executive/managerial,02134
3396,0,25-34,programmer,15217
3397,0,25-34,customer service,55414
3398,0,18-24,writer,30033
3399,0,25-34,college/grad student,14623
3400,0,25-34,sales/marketing,08742
3401,0,35-44,executive/managerial,76109
3402,0,35-44,writer,30306
3403,0,35-44,customer service,48342
3404,0,25-34,farmer,95380
3405,0,35-44,sales/marketing,92084
3406,1,25-34,executive/managerial,85214
3407,1,45-49,customer service,60050
3408,0,25-34,technician/engineer,14830
3409,0,25-34,college/grad student,48127
3410,0,35-44,academic/educator,20653
3411,0,18-24,college/grad student,02139
3412,0,25-34,tradesman/craftsman,85213
3413,1,25-34,technician/engineer,92084
3414,0,25-34,technician/engineer,75146
3415,0,35-44,executive/managerial,80129
3416,0,25-34,programmer,20850
3417,1,18-24,artist,14616
3418,1,18-24,clerical/admin,22305
3419,0,45-49,academic/educator,16801
3420,1,25-34,executive/managerial,48105
3421,0,45-49,executive/managerial,94501
3422,0,25-34,customer service,43221
3423,0,25-34,executive/managerial,84088
3424,0,25-34,doctor/health care,92111
3425,0,18-24,writer,48135
3426,0,25-34,writer,90046
3427,0,25-34,sales/marketing,78267
3428,0,45-49,academic/educator,47933
3429,1,25-34,executive/managerial,94602
3430,1,45-49,academic/educator,15208
3431,1,45-49,doctor/health care,48867
3432,0,25-34,programmer,27410
3433,0,18-24,programmer,55113
3434,0,18-24,college/grad student,48867
3435,0,45-49,academic/educator,48867
3436,0,35-44,other or not specified,98503
3437,1,25-34,other or not specified,37203
3438,1,25-34,other or not specified,78735
3439,0,18-24,technician/engineer,76116
3440,0,56+,technician/engineer,32822
3441,1,25-34,sales/marketing,94109
3442,0,18-24,programmer,20878
3443,1,35-44,technician/engineer,48219
3444,0,50-55,sales/marketing,33401
3445,1,35-44,writer,92009
3446,0,25-34,executive/managerial,30620
3447,0,25-34,programmer,94131
3448,1,18-24,clerical/admin,60640
3449,0,25-34,sales/marketing,02142
3450,0,25-34,customer service,78251
3451,1,25-34,lawyer,94117
3452,0,25-34,sales/marketing,07702
3453,0,35-44,executive/managerial,07981
3454,0,18-24,other or not specified,92122
3455,1,25-34,other or not specified,07701
3456,0,25-34,technician/engineer,54401
3457,0,25-34,writer,19083
3458,0,45-49,other or not specified,02131
3459,0,18-24,college/grad student,76266
3460,0,Under 18,college/grad student,10012
3461,0,35-44,other or not specified,95409
3462,1,25-34,college/grad student,73160
3463,0,25-34,scientist,80301
3464,1,25-34,sales/marketing,78251
3465,0,25-34,sales/marketing,45383
3466,0,25-34,sales/marketing,94306
3467,0,25-34,sales/marketing,55421
3468,0,25-34,writer,94546
3469,0,45-49,technician/engineer,02176
3470,0,35-44,technician/engineer,49887
3471,0,18-24,college/grad student,80302
3472,0,25-34,doctor/health care,33156
3473,1,35-44,self-employed,02472
3474,0,35-44,lawyer,10538
3475,0,25-34,sales/marketing,33133
3476,0,50-55,other or not specified,44126
3477,1,50-55,academic/educator,10024
3478,0,25-34,executive/managerial,10019
3479,0,18-24,college/grad student,78626
3480,0,25-34,other or not specified,59405
3481,0,18-24,college/grad student,94122
3482,0,50-55,technician/engineer,08043
3483,1,45-49,executive/managerial,30260
3484,0,18-24,college/grad student,28403
3485,0,25-34,other or not specified,94121
3486,1,18-24,other or not specified,98225
3487,0,18-24,college/grad student,60611
3488,0,45-49,technician/engineer,80228
3489,0,18-24,college/grad student,60201
3490,0,25-34,other or not specified,74136
3491,0,25-34,self-employed,28542
3492,0,35-44,executive/managerial,77005
3493,0,25-34,technician/engineer,61350
3494,0,25-34,academic/educator,28607
3495,0,18-24,college/grad student,94608
3496,0,35-44,customer service,92867
3497,1,35-44,artist,94109
3498,0,25-34,technician/engineer,28052
3499,0,25-34,clerical/admin,77006
3500,0,35-44,executive/managerial,20650
3501,1,35-44,executive/managerial,30309
3502,1,18-24,executive/managerial,80503
3503,0,18-24,college/grad student,59715
3504,0,18-24,executive/managerial,02215
3505,1,25-34,scientist,55455
3506,0,18-24,programmer,80503
3507,0,25-34,other or not specified,02472
3508,0,18-24,college/grad student,02151
3509,0,18-24,college/grad student,02115
3510,1,18-24,college/grad student,02142
3511,0,50-55,other or not specified,88004
3512,0,18-24,technician/engineer,02140
3513,0,25-34,self-employed,01890
3514,0,18-24,programmer,30318
3515,0,35-44,clerical/admin,55042
3516,0,18-24,college/grad student,42101
3517,0,18-24,programmer,53713
3518,1,18-24,executive/managerial,11215
3519,1,25-34,sales/marketing,11215
3520,0,25-34,other or not specified,40515
3521,0,25-34,other or not specified,53213
3522,0,18-24,other or not specified,97469
3523,0,35-44,executive/managerial,53404
3524,1,25-34,other or not specified,83355
3525,1,18-24,college/grad student,02142
3526,0,35-44,artist,62263-3004
3527,0,25-34,other or not specified,53213
3528,0,35-44,customer service,41144
3529,1,45-49,academic/educator,97361
3530,0,25-34,other or not specified,77058
3531,1,25-34,lawyer,55409
3532,1,35-44,sales/marketing,10028
3533,0,25-34,artist,55344
3534,0,35-44,technician/engineer,68506
3535,0,45-49,tradesman/craftsman,77630
3536,0,18-24,college/grad student,57103
3537,0,Under 18,K-12 student,97402
3538,0,35-44,other or not specified,40504
3539,1,25-34,college/grad student,77006
3540,0,18-24,technician/engineer,57106
3541,0,25-34,clerical/admin,02494
3542,0,25-34,scientist,14803
3543,0,25-34,technician/engineer,60659
3544,1,25-34,college/grad student,92507
3545,0,35-44,programmer,92507
3546,0,25-34,writer,41706
3547,0,35-44,self-employed,94108
3548,0,45-49,executive/managerial,92965
3549,1,35-44,executive/managerial,60137
3550,0,25-34,customer service,55447
3551,1,56+,other or not specified,98374
3552,1,35-44,artist,02879
3553,0,35-44,self-employed,61600
3554,0,25-34,scientist,15203
3555,0,56+,executive/managerial,55430
3556,0,25-34,technician/engineer,03038
3557,0,18-24,customer service,48185
3558,0,18-24,technician/engineer,66044
3559,0,18-24,college/grad student,11364
3560,1,25-34,doctor/health care,74105
3561,0,35-44,sales/marketing,63304
3562,1,25-34,doctor/health care,32812
3563,0,25-34,artist,33133
3564,0,25-34,lawyer,02169
3565,0,25-34,tradesman/craftsman,53572
3566,0,45-49,other or not specified,53818
3567,0,25-34,sales/marketing,54915
3568,0,25-34,other or not specified,98503
3569,1,18-24,artist,48823
3570,0,35-44,programmer,19050
3571,0,18-24,college/grad student,10044
3572,0,35-44,lawyer,04287
3573,0,Under 18,K-12 student,48867
3574,1,35-44,doctor/health care,33314
3575,0,25-34,tradesman/craftsman,54915
3576,0,50-55,executive/managerial,68046
3577,1,56+,other or not specified,00231
3578,0,50-55,clerical/admin,96714
3579,0,18-24,other or not specified,32219
3580,1,18-24,clerical/admin,32219
3581,0,18-24,academic/educator,57382
3582,1,35-44,other or not specified,52405
3583,1,25-34,homemaker,41075
3584,0,18-24,other or not specified,76543
3585,0,35-44,writer,60640
3586,0,35-44,writer,60640
3587,0,35-44,clerical/admin,93611
3588,0,25-34,artist,90068
3589,1,45-49,other or not specified,80010
3590,1,18-24,scientist,02115
3591,0,35-44,doctor/health care,96158
3592,1,56+,artist,99701
3593,1,25-34,homemaker,53719
3594,0,Under 18,other or not specified,02322
3595,0,25-34,other or not specified,85024
3596,1,35-44,college/grad student,19104
3597,0,25-34,technician/engineer,55446
3598,0,56+,academic/educator,90210
3599,0,25-34,self-employed,97378
3600,0,35-44,writer,94506
3601,1,35-44,clerical/admin,95405
3602,0,25-34,programmer,55443
3603,1,35-44,executive/managerial,78704
3604,1,Under 18,K-12 student,02879
3605,0,18-24,programmer,60640
3606,1,25-34,scientist,02445
3607,0,35-44,technician/engineer,32506
3608,1,35-44,homemaker,02879
3609,1,25-34,technician/engineer,48239
3610,0,18-24,doctor/health care,30064
3611,0,25-34,artist,84321
3612,0,25-34,sales/marketing,29609
3613,0,25-34,other or not specified,37205
3614,0,25-34,other or not specified,45458
3615,0,25-34,technician/engineer,76028
3616,0,45-49,other or not specified,33759
3617,0,35-44,executive/managerial,49034
3618,0,56+,technician/engineer,22657
3619,0,50-55,self-employed,97116
3620,0,25-34,executive/managerial,94117
3621,0,18-24,college/grad student,33023
3622,0,18-24,academic/educator,02446
3623,0,35-44,lawyer,43209
3624,0,25-34,programmer,60068
3625,0,18-24,K-12 student,48439
3626,0,25-34,technician/engineer,75075
3627,1,35-44,academic/educator,85287
3628,0,25-34,executive/managerial,78731
3629,1,50-55,executive/managerial,10022
3630,0,18-24,college/grad student,77005
3631,0,18-24,college/grad student,77005
3632,0,50-55,lawyer,33881
3633,0,35-44,tradesman/craftsman,60441
3634,0,50-55,academic/educator,88001
3635,0,50-55,academic/educator,60062
3636,0,25-34,other or not specified,06708
3637,0,25-34,doctor/health care,94127
3638,0,25-34,artist,90038
3639,0,18-24,college/grad student,78250
3640,0,35-44,executive/managerial,02370
3641,0,25-34,other or not specified,92008
3642,1,25-34,executive/managerial,98188
3643,0,25-34,technician/engineer,22302
3644,1,25-34,lawyer,53711
3645,0,35-44,technician/engineer,97232
3646,0,35-44,writer,98106
3647,0,25-34,executive/managerial,80202
3648,0,18-24,college/grad student,85210
3649,1,25-34,other or not specified,94115
3650,0,25-34,other or not specified,60611
3651,0,25-34,sales/marketing,98103
3652,0,25-34,programmer,94608
3653,0,18-24,scientist,96661
3654,0,25-34,technician/engineer,94901
3655,1,25-34,executive/managerial,94121
3656,1,45-49,customer service,34610
3657,0,18-24,technician/engineer,95121
3658,1,25-34,executive/managerial,07090
3659,0,18-24,college/grad student,29649
3660,0,35-44,executive/managerial,15137
3661,0,35-44,programmer,08852
3662,0,35-44,self-employed,08753
3663,1,35-44,homemaker,17055
3664,1,35-44,academic/educator,94043
3665,0,25-34,other or not specified,95903
3666,0,45-49,other or not specified,68144
3667,1,Under 18,K-12 student,10706
3668,1,45-49,executive/managerial,33324
3669,0,25-34,sales/marketing,60148
3670,0,45-49,sales/marketing,55123
3671,0,25-34,college/grad student,98102
3672,0,35-44,customer service,08406
3673,0,25-34,artist,10003
3674,0,25-34,writer,29205
3675,0,35-44,executive/managerial,06680
3676,1,35-44,programmer,48109
3677,1,25-34,programmer,06906
3678,0,25-34,other or not specified,06880
3679,0,25-34,college/grad student,68108
3680,1,25-34,academic/educator,94939
3681,0,25-34,executive/managerial,29662
3682,1,50-55,academic/educator,10706
3683,0,25-34,artist,30606
3684,0,25-34,technician/engineer,83713
3685,0,25-34,customer service,55100
3686,0,25-34,executive/managerial,48070
3687,1,50-55,academic/educator,62221
3688,0,18-24,doctor/health care,21202
3689,0,25-34,other or not specified,80906
3690,0,18-24,other or not specified,63116
3691,0,25-34,executive/managerial,21030
3692,0,35-44,technician/engineer,89147
3693,0,25-34,scientist,94062
3694,0,25-34,programmer,28227
3695,0,25-34,artist,98502
3696,0,35-44,executive/managerial,19149
3697,0,25-34,scientist,68516
3698,0,25-34,executive/managerial,53202
3699,1,56+,clerical/admin,30127
3700,0,25-34,sales/marketing,10021
3701,0,35-44,academic/educator,92614
3702,0,35-44,scientist,53095
3703,0,18-24,programmer,97402
3704,1,35-44,other or not specified,04255
3705,0,45-49,executive/managerial,30076
3706,0,25-34,programmer,46725
3707,1,18-24,other or not specified,34744
3708,0,56+,executive/managerial,30097
3709,0,25-34,programmer,89502
3710,0,Under 18,K-12 student,02818
3711,0,35-44,other or not specified,32506
3712,0,25-34,technician/engineer,60042
3713,1,25-34,executive/managerial,22201
3714,0,25-34,technician/engineer,92111
3715,0,18-24,customer service,55428
3716,0,18-24,programmer,36115
3717,0,35-44,technician/engineer,94533
3718,0,50-55,technician/engineer,07728
3719,0,25-34,academic/educator,39759
3720,0,45-49,executive/managerial,43065
3721,0,25-34,scientist,94065
3722,0,25-34,tradesman/craftsman,80538
3723,0,25-34,sales/marketing,53048
3724,0,35-44,doctor/health care,77083
3725,0,18-24,college/grad student,32608
3726,0,25-34,technician/engineer,92882
3727,0,35-44,executive/managerial,74401
3728,0,18-24,college/grad student,07030
3729,0,18-24,college/grad student,20037
3730,0,25-34,academic/educator,48911
3731,0,25-34,technician/engineer,67443
3732,0,25-34,technician/engineer,60153
3733,0,18-24,college/grad student,02777
3734,0,18-24,college/grad student,77840
3735,0,25-34,other or not specified,10009
3736,0,35-44,academic/educator,44242
3737,0,25-34,sales/marketing,37127
3738,0,45-49,executive/managerial,01904-1355
3739,0,56+,lawyer,48070
3740,0,18-24,customer service,55116
3741,0,25-34,other or not specified,96818
3742,0,25-34,other or not specified,90266
3743,1,35-44,executive/managerial,89128
3744,0,25-34,other or not specified,60645
3745,1,25-34,homemaker,49442
3746,0,25-34,customer service,54703
3747,0,45-49,retired,89109
3748,0,18-24,college/grad student,02026
3749,1,25-34,other or not specified,60664
3750,1,18-24,college/grad student,94116
3751,1,35-44,programmer,55555
3752,1,18-24,academic/educator,86314
3753,0,25-34,executive/managerial,42518
3754,0,56+,executive/managerial,94612
3755,1,50-55,sales/marketing,08810
3756,0,18-24,programmer,53188
3757,0,25-34,executive/managerial,92612
3758,1,35-44,customer service,02021
3759,0,35-44,doctor/health care,54751
3760,0,50-55,other or not specified,55128
3761,0,25-34,technician/engineer,27613
3762,0,50-55,doctor/health care,11746
3763,0,25-34,artist,98502
3764,0,25-34,academic/educator,06111
3765,1,50-55,clerical/admin,34744
3766,1,18-24,academic/educator,45458
3767,0,25-34,other or not specified,94305
3768,0,25-34,college/grad student,86314
3769,0,25-34,scientist,02446
3770,1,35-44,clerical/admin,50322
3771,0,25-34,academic/educator,14982
3772,0,35-44,technician/engineer,06074
3773,0,35-44,doctor/health care,50265
3774,0,25-34,other or not specified,52556
3775,0,35-44,programmer,14619
3776,1,25-34,college/grad student,50265
3777,0,18-24,college/grad student,23112
3778,0,25-34,other or not specified,61832
3779,1,45-49,artist,98383
3780,0,Under 18,other or not specified,46979
3781,1,56+,lawyer,54401
3782,1,25-34,other or not specified,94602
3783,0,25-34,executive/managerial,97267
3784,1,25-34,academic/educator,98027
3785,1,25-34,writer,93401
3786,1,25-34,other or not specified,94115
3787,1,25-34,other or not specified,94703
3788,1,18-24,other or not specified,94587
3789,1,25-34,other or not specified,94110
3790,1,25-34,technician/engineer,94618
3791,0,50-55,tradesman/craftsman,60516
3792,0,25-34,doctor/health care,68108
3793,0,18-24,college/grad student,21093
3794,1,18-24,college/grad student,53211
3795,1,18-24,college/grad student,91405
3796,0,45-49,sales/marketing,02021
3797,0,25-34,executive/managerial,02420
3798,0,25-34,executive/managerial,48326
3799,0,18-24,other or not specified,17844
3800,0,18-24,academic/educator,45458
3801,0,18-24,programmer,36115
3802,0,18-24,other or not specified,94520
3803,1,35-44,homemaker,19006
3804,0,25-34,doctor/health care,06511
3805,1,35-44,academic/educator,89031
3806,0,18-24,college/grad student,55104
3807,1,35-44,unemployed,32095
3808,0,25-34,executive/managerial,60010
3809,0,35-44,doctor/health care,20650
3810,0,50-55,executive/managerial,20016
3811,0,25-34,scientist,98103
3812,0,35-44,technician/engineer,78749
3813,0,35-44,executive/managerial,80910
3814,0,25-34,scientist,98102
3815,0,25-34,technician/engineer,53406
3816,1,25-34,clerical/admin,90020
3817,0,35-44,clerical/admin,20122
3818,0,45-49,technician/engineer,32837
3819,0,25-34,programmer,36115
3820,0,25-34,technician/engineer,90804
3821,0,25-34,writer,44313
3822,0,45-49,writer,98027
3823,0,56+,executive/managerial,93711
3824,0,25-34,technician/engineer,32308
3825,0,18-24,academic/educator,06279
3826,0,25-34,academic/educator,48105
3827,0,50-55,artist,87020
3828,0,25-34,writer,92101
3829,1,25-34,academic/educator,22307
3830,0,18-24,college/grad student,60630
3831,1,18-24,doctor/health care,84780
3832,1,25-34,executive/managerial,43214
3833,0,25-34,academic/educator,68516
3834,0,18-24,artist,02322
3835,0,25-34,executive/managerial,40515
3836,1,50-55,farmer,84770
3837,0,25-34,technician/engineer,28804
3838,1,25-34,sales/marketing,10033
3839,0,50-55,sales/marketing,02651
3840,1,25-34,other or not specified,02176
3841,0,45-49,tradesman/craftsman,26101
3842,1,35-44,self-employed,92054
3843,1,Under 18,K-12 student,32043
3844,0,18-24,college/grad student,73071
3845,0,25-34,programmer,94065
3846,0,35-44,other or not specified,33884
3847,0,25-34,executive/managerial,12801
3848,0,25-34,scientist,70809-2612
3849,0,35-44,other or not specified,14086
3850,0,18-24,clerical/admin,92278
3851,0,25-34,programmer,60657
3852,0,50-55,self-employed,60302
3853,0,25-34,sales/marketing,92614
3854,0,25-34,sales/marketing,30340
3855,0,25-34,technician/engineer,20886
3856,1,35-44,writer,93449
3857,0,18-24,sales/marketing,08822
3858,1,45-49,homemaker,63119
3859,0,25-34,other or not specified,89145
3860,0,45-49,technician/engineer,44129
3861,0,18-24,college/grad student,12604
3862,0,25-34,technician/engineer,10025
3863,0,25-34,other or not specified,94558
3864,0,50-55,writer,29630
3865,1,Under 18,K-12 student,95864
3866,0,45-49,sales/marketing,63130
3867,0,35-44,clerical/admin,45215
3868,0,18-24,programmer,73112
3869,0,18-24,technician/engineer,63544
3870,0,25-34,technician/engineer,95050
3871,0,18-24,college/grad student,64468
3872,0,25-34,academic/educator,14613
3873,1,45-49,artist,94558
3874,0,25-34,executive/managerial,92103
3875,0,25-34,other or not specified,66605
3876,0,25-34,other or not specified,11235
3877,0,45-49,academic/educator,33705
3878,0,35-44,self-employed,22124
3879,0,25-34,clerical/admin,83687
3880,0,25-34,executive/managerial,54942
3881,0,18-24,artist,44515
3882,0,56+,sales/marketing,55337
3883,0,50-55,self-employed,78411
3884,0,18-24,college/grad student,78759
3885,0,25-34,programmer,92728
3886,0,35-44,executive/managerial,95008
3887,0,18-24,college/grad student,80513
3888,0,45-49,technician/engineer,02067
3889,0,45-49,doctor/health care,66203
3890,0,18-24,college/grad student,33143
3891,1,56+,self-employed,90039
3892,0,25-34,writer,91505
3893,0,25-34,doctor/health care,79401
3894,0,35-44,self-employed,02139
3895,1,35-44,other or not specified,20723
3896,0,35-44,other or not specified,60914
3897,0,56+,technician/engineer,92069
3898,0,45-49,lawyer,01772
3899,0,25-34,technician/engineer,02135
3900,1,25-34,sales/marketing,55343
3901,0,18-24,sales/marketing,85282
3902,0,25-34,customer service,46239
3903,0,25-34,other or not specified,02542
3904,0,Under 18,K-12 student,48445
3905,0,25-34,technician/engineer,361069
3906,0,50-55,technician/engineer,54409
3907,1,18-24,sales/marketing,22201
3908,0,25-34,other or not specified,10021
3909,0,18-24,technician/engineer,19104
3910,0,25-34,writer,91505
3911,0,18-24,other or not specified,92037
3912,0,25-34,college/grad student,19104
3913,0,18-24,technician/engineer,40207
3914,0,35-44,college/grad student,84123
3915,1,35-44,clerical/admin,71111
3916,0,25-34,college/grad student,02134
3917,1,35-44,homemaker,60618
3918,0,25-34,tradesman/craftsman,30189
3919,0,45-49,other or not specified,73702
3920,0,35-44,technician/engineer,63126
3921,0,25-34,sales/marketing,95820
3922,0,18-24,college/grad student,53211
3923,0,35-44,artist,92115
3924,0,50-55,programmer,90254
3925,0,25-34,programmer,77042
3926,0,25-34,artist,94404
3927,1,25-34,self-employed,67846
3928,0,25-34,other or not specified,55812
3929,0,25-34,customer service,80227
3930,0,56+,clerical/admin,52240
3931,0,25-34,customer service,92117
3932,0,25-34,executive/managerial,49221
3933,1,35-44,doctor/health care,48073
3934,0,25-34,other or not specified,44512
3935,0,35-44,tradesman/craftsman,72118
3936,1,35-44,programmer,01464
3937,0,56+,artist,92020
3938,0,25-34,artist,92711-0571
3939,0,45-49,executive/managerial,91405
3940,0,35-44,writer,32708
3941,0,45-49,technician/engineer,40031
3942,0,18-24,college/grad student,49855
3943,1,35-44,executive/managerial,98074
3944,1,35-44,self-employed,80401
3945,1,45-49,academic/educator,96778
3946,1,25-34,programmer,22207
3947,0,25-34,other or not specified,90019
3948,1,45-49,programmer,61554
3949,0,45-49,other or not specified,44266
3950,0,25-34,college/grad student,60056
3951,1,18-24,college/grad student,60014
3952,1,45-49,academic/educator,12449
3953,0,25-34,programmer,55117
3954,0,18-24,college/grad student,32601
3955,0,35-44,other or not specified,12831
3956,0,25-34,other or not specified,94930-2010
3957,0,35-44,lawyer,40242
3958,0,45-49,executive/managerial,46112
3959,1,45-49,academic/educator,03768
3960,1,35-44,sales/marketing,55014
3961,0,25-34,academic/educator,45230
3962,1,56+,other or not specified,98115
3963,0,50-55,writer,30030
3964,0,56+,self-employed,66502
3965,0,18-24,lawyer,65202
3966,0,25-34,other or not specified,30096
3967,1,18-24,artist,13603
3968,0,25-34,artist,02903
3969,0,56+,executive/managerial,12345
3970,1,25-34,artist,02903
3971,1,18-24,college/grad student,80228
3972,1,25-34,doctor/health care,23229
3973,0,25-34,executive/managerial,60614
3974,0,35-44,other or not specified,30741
3975,1,25-34,customer service,43229
3976,1,25-34,other or not specified,44107
3977,0,35-44,sales/marketing,22180
3978,0,35-44,retired,78252
3979,1,50-55,homemaker,59072
3980,0,25-34,college/grad student,66762
3981,1,45-49,other or not specified,97701
3982,0,56+,retired,95929
3983,0,25-34,other or not specified,30606
3984,0,25-34,executive/managerial,75089
3985,0,45-49,self-employed,01880
3986,0,25-34,executive/managerial,33324
3987,1,18-24,college/grad student,01742
3988,1,25-34,sales/marketing,60647
3989,0,50-55,programmer,30030
3990,0,25-34,self-employed,17350
3991,0,25-34,executive/managerial,33309
3992,0,25-34,college/grad student,32653
3993,0,25-34,other or not specified,22015
3994,0,50-55,executive/managerial,43081
3995,0,35-44,technician/engineer,22810
3996,0,18-24,sales/marketing,32825
3997,0,35-44,technician/engineer,45255
3998,0,45-49,other or not specified,74354
3999,0,35-44,technician/engineer,30701
